City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,north bend,43.4065,-124.2243,15.65,88,0,4.12,US,1706556730
360,sterling,39.0062,-77.4286,8.48,61,75,9.26,US,1706556486
361,goure,13.9835,10.2704,20.15,14,8,4.38,NE,1706556731
362,kaspiyskiy,45.3929,47.3707,-4.32,80,97,3.79,RU,1706556731
363,rio grande,-32.035,-52.0986,27.06,71,51,5.16,BR,1706556731
364,medina,24.4686,39.6142,20.24,26,0,3.09,SA,1706556731
365,ambalangoda,6.2355,80.0538,26.05,85,94,3.47,LK,1706556731
366,suntar,62.1444,117.6319,-40.85,100,77,1.42,RU,1706556731
367,sainte-marie,-20.8968,55.5496,26.07,83,0,2.06,RE,1706556731
368,qurayyat,31.3318,37.3428,9.1,71,40,0.0,SA,1706556732
369,kingston,17.997,-76.7936,29.58,66,20,6.17,JM,1706556651
370,lockwood,45.8191,-108.4149,14.8,46,40,7.2,US,1706556732
371,lodja,-3.4833,23.4333,22.98,79,100,1.3,CD,1706556732
372,palmer,42.1584,-72.3287,1.75,78,100,7.2,US,1706556732
373,kruisfontein,-34.0033,24.7314,21.05,86,99,5.12,ZA,1706556732
374,floro,61.5996,5.0328,5.98,81,75,5.14,NO,1706556732
375,back mountain,41.3359,-75.9963,2.51,77,55,5.32,US,1706556732
376,luwuk,-0.9516,122.7875,25.52,82,67,1.64,ID,1706556732
377,papao,-17.75,-149.55,29.82,76,97,0.96,PF,1706556733
378,ondjiva,-17.0667,15.7333,30.02,39,0,1.54,AO,1706556733
379,aral,40.5156,81.2636,-1.58,40,100,1.3,CN,1706556733
380,pierre,44.3683,-100.351,7.7,73,20,6.17,US,1706556448
381,abnub,27.2696,31.1511,14.12,44,3,6.27,EG,1706556733
382,port lincoln,-34.7333,135.8667,17.05,85,77,4.94,AU,1706556733
383,al jawf,29.5,38.75,10.9,48,2,1.85,SA,1706556733
384,galesong,-5.3166,119.3661,24.01,85,100,2.0,ID,1706556733
385,sao joao do piaui,-8.3581,-42.2467,26.06,80,78,1.88,BR,1706556733
386,nagqu,31.5,92.0,-14.51,97,90,1.36,CN,1706556734
387,al quwayrah,29.8004,35.3116,12.0,66,9,2.38,JO,1706556734
388,mil'kovo,55.6078,37.7956,-2.59,93,100,5.78,RU,1706556734
389,sokoni,-6.4333,39.55,27.92,80,96,4.99,TZ,1706556734
390,galle,6.0367,80.217,24.97,88,94,2.55,LK,1706556734
391,goba,7.0167,39.9833,11.68,80,77,1.04,ET,1706556734
392,pea ridge,38.414,-82.3199,5.14,86,100,1.34,US,1706556734
393,necochea,-38.5473,-58.7368,28.35,45,59,9.24,AR,1706556735
394,semera,11.501,41.201,26.08,58,100,7.5,ET,1706556735
395,vytegra,61.0064,36.4481,1.87,84,100,6.71,RU,1706556735
396,vila franca do campo,37.7167,-25.4333,18.27,99,78,8.12,PT,1706556735
397,wewak,-3.5534,143.6268,24.6,90,100,1.7,PG,1706556735
398,ma'rib,15.4591,45.3253,23.28,51,31,2.25,YE,1706556735
399,sosnogorsk,63.6023,53.8817,-10.44,93,97,4.62,RU,1706556735
400,kailua-kona,19.6406,-155.9956,26.95,80,40,7.2,US,1706556735
401,cururupu,-1.8283,-44.8683,28.17,74,100,2.3,BR,1706556736
402,kerikeri,-35.2268,173.9474,18.28,90,3,0.45,NZ,1706556736
403,merizo village,13.2658,144.6691,24.99,87,5,8.16,GU,1706556736
404,tonota,-21.4833,27.4833,24.97,48,93,3.69,BW,1706556736
405,grand falls-windsor,48.9332,-55.6649,-9.72,88,100,2.68,CA,1706556736
406,usogorsk,63.4106,48.6872,-4.63,94,100,4.87,RU,1706556736
407,borgarnes,64.5383,-21.9206,1.03,77,100,11.23,IS,1706556736
408,chililabombwe,-12.3648,27.8229,18.04,83,93,1.14,ZM,1706556736
409,saint-denis,48.9167,2.3333,11.88,82,0,2.57,FR,1706556737
410,tramandai,-29.9847,-50.1336,24.86,74,40,3.11,BR,1706556711
411,brotas,-22.2842,-48.1267,31.13,30,71,2.71,BR,1706556737
412,yemva,62.59,50.8594,-5.85,94,100,4.09,RU,1706556737
413,hanumangarh,29.5833,74.3167,13.1,34,71,2.04,IN,1706556737
414,kisangani,0.5167,25.2,27.04,42,100,0.86,CD,1706556737
415,i-n-salah,27.1935,2.4607,18.21,25,1,7.28,DZ,1706556737
416,nguigmi,14.2495,13.1092,21.65,24,6,6.31,NE,1706556737
417,katabu,-4.9333,122.5167,24.38,93,99,0.85,ID,1706556737
418,leua,48.2156,18.6071,2.5,82,16,1.45,SK,1706556738
419,madaoua,14.073,5.96,22.43,14,59,4.9,NE,1706556738
420,collie,-33.3667,116.15,11.09,86,0,3.11,AU,1706556738
421,fort st. john,56.2499,-120.8529,9.94,53,75,5.14,CA,1706556738
422,yuzhno-kurilsk,44.0306,145.8556,-2.57,83,79,1.56,RU,1706556738
423,ko pha ngan,9.7578,100.0291,24.91,75,58,6.74,TH,1706556738
424,watford city,47.8022,-103.2832,6.92,81,0,3.09,US,1706556738
425,kwaksan,39.6875,125.0828,-7.81,92,5,2.13,KP,1706556738
426,saraqib,35.8645,36.8059,6.61,84,100,6.29,SY,1706556738
427,boali,4.8005,18.1275,26.55,22,6,0.72,CF,1706556739
428,thompson,55.7435,-97.8558,-4.91,86,100,4.63,CA,1706556578
429,hirara,24.8,125.2833,20.15,73,75,6.17,JP,1706556739
430,canico,32.6333,-16.85,19.45,88,20,1.03,PT,1706556739
431,igrim,63.1906,64.4162,-19.12,99,54,2.57,RU,1706556739
432,alice springs,-23.7,133.8833,26.23,21,99,0.0,AU,1706556739
433,haiku-pauwela,20.9219,-156.3051,26.13,75,40,9.26,US,1706556739
434,polyarnyy,69.1989,33.4478,0.88,66,100,15.61,RU,1706556740
435,akhisar,38.9185,27.8401,3.05,84,51,6.41,TR,1706556740
436,stadthagen,52.3233,9.2031,7.63,77,100,2.54,DE,1706556671
437,irymple,-34.25,142.1667,20.05,69,0,0.45,AU,1706556740
438,sao jose dos pinhais,-25.5347,-49.2064,25.14,72,75,4.12,BR,1706556740
439,quebrangulo,-9.3189,-36.4711,29.7,48,9,8.43,BR,1706556740
440,den burg,53.0542,4.7972,8.32,89,100,4.12,NL,1706556740
441,ha'il,27.5219,41.6907,13.01,44,0,1.03,SA,1706556740
442,inarajan village,13.2736,144.7484,25.22,87,5,8.02,GU,1706556740
443,palangkaraya,-2.2,113.8333,23.62,97,95,0.23,ID,1706556741
444,ismailia,30.6043,32.2723,12.21,61,75,5.97,EG,1706556741
445,ginir,7.1333,40.7,17.41,60,92,0.54,ET,1706556741
446,faya-largeau,17.9257,19.1043,19.02,26,0,9.26,TD,1706556741
447,spanish springs,39.6491,-119.7074,15.94,57,0,2.57,US,1706556741
448,margate,51.3813,1.3862,11.04,84,100,4.02,GB,1706556741
449,salta,-24.7859,-65.4117,30.88,55,40,2.57,AR,1706556742
450,mwingi,-0.9344,38.0601,22.92,58,100,0.95,KE,1706556742
451,yatou,37.15,122.3833,0.25,70,18,2.18,CN,1706556742
452,misratah,32.3754,15.0925,14.9,49,91,6.96,LY,1706556742
453,fantanele,46.1167,21.4,3.2,90,6,0.0,RO,1706556742
454,urzhar,47.093,81.6294,-12.29,83,100,1.69,KZ,1706556742
455,birjand,32.8663,59.2211,5.26,33,0,2.06,IR,1706556742
456,cockburn town,21.4612,-71.1419,25.68,75,0,6.15,TC,1706556670
457,lepsy,46.235,78.9456,-11.91,88,100,3.03,KZ,1706556743
458,moab,38.5733,-109.5498,11.38,52,0,0.97,US,1706556523
459,oranjemund,-28.55,16.4333,18.87,79,100,1.42,NA,1706556743
460,borogontsy,62.6683,131.1683,-45.93,100,83,0.58,RU,1706556743
461,st. john's,47.5649,-52.7093,-1.79,95,100,4.47,CA,1706556743
462,isla mujeres,21.2311,-86.731,25.09,65,71,7.34,MX,1706556743
463,las terrenas,19.311,-69.5428,28.93,74,20,2.06,DO,1706556744
464,kyabe,9.4515,18.9449,28.0,16,72,2.04,TD,1706556744
465,al bayda,32.7627,21.7551,6.81,70,100,6.64,LY,1706556744
466,shinas,24.7433,56.4658,23.14,41,100,3.47,OM,1706556744
467,linden,6.0,-58.3,30.35,55,96,1.79,GY,1706556744
468,singkil,-7.9855,111.4161,25.28,90,100,0.55,ID,1706556744
469,tangalle,6.024,80.7911,24.25,88,97,4.34,LK,1706556744
470,karachi,24.9056,67.0822,21.9,83,40,2.06,PK,1706556586
471,namibe,-15.1961,12.1522,23.48,73,9,5.95,AO,1706556745
472,cedeira,43.6797,-8.0209,12.99,70,81,1.99,ES,1706556745
473,langepas,61.2544,75.2124,-23.64,100,100,2.69,RU,1706556745
474,happy valley-goose bay,53.3168,-60.3315,-18.83,38,0,2.06,CA,1706556631
475,kuta,-8.7233,115.1723,26.97,88,20,0.51,ID,1706556665
476,portland,45.5234,-122.6762,16.78,73,75,2.24,US,1706556736
477,port douglas,-16.4833,145.4667,27.64,86,72,2.7,AU,1706556745
478,inari,68.906,27.0288,1.11,69,21,11.22,FI,1706556746
479,murghob,38.1702,73.9667,-14.14,59,0,4.98,TJ,1706556746
480,semey,50.4111,80.2275,-16.43,97,27,1.53,KZ,1706556746
481,kilju,40.9642,129.3278,-7.25,87,86,1.99,KP,1706556746
482,murzuq,25.9155,13.9184,12.22,49,0,5.57,LY,1706556746
483,mayfield,36.7417,-88.6367,5.96,80,4,2.32,US,1706556746
484,nuuk,64.1835,-51.7216,-16.66,60,40,8.23,GL,1706556670
485,bom jesus da lapa,-13.255,-43.4181,28.72,60,16,2.08,BR,1706556746
486,hwasun,35.0594,126.985,-2.09,78,8,1.25,KR,1706556747
487,kismayo,-0.3582,42.5454,26.76,85,100,6.83,SO,1706556747
488,gadzhiyevo,69.2551,33.3362,0.46,65,99,16.2,RU,1706556747
489,inirida,3.8653,-67.9239,32.05,51,99,1.02,CO,1706556747
490,priozersk,61.0393,30.1291,2.19,86,100,5.05,RU,1706556747
491,bardai,11.65,7.2333,21.1,16,85,4.3,NG,1706556747
492,hard bargain,26.3167,-77.5667,19.41,60,0,10.44,BS,1706556747
493,villa elisa,-25.3667,-57.6167,38.55,24,20,3.09,PY,1706556747
494,san clemente del tuyu,-36.3569,-56.7235,25.55,65,9,6.79,AR,1706556747
495,isabela,6.7085,121.9711,25.23,82,100,2.22,PH,1706556748
496,manismata,-2.4667,111.0333,23.28,98,100,0.26,ID,1706556748
497,toliara,-23.35,43.6667,25.91,80,70,1.65,MG,1706556748
498,dass,10.0,9.5167,22.68,20,4,1.08,NG,1706556748
499,zaozersk,69.4005,32.4476,-0.4,67,71,16.54,RU,1706556748
500,olyokminsk,60.3736,120.4264,-35.12,100,94,0.88,RU,1706556748
501,holualoa,19.6228,-155.9522,24.88,80,40,7.2,US,1706556749
502,san andres,12.5847,-81.7006,29.01,65,20,6.17,CO,1706556512
503,kerman,30.2832,57.0788,5.92,36,0,2.06,IR,1706556749
504,huedin,46.8667,23.05,-4.55,75,0,1.1,RO,1706556526
505,fort portal,0.6617,30.2748,21.14,48,100,1.12,UG,1706556749
506,menaka,15.9182,2.4022,24.02,12,1,4.7,ML,1706556749
507,antsiranana,-12.2787,49.2917,24.81,84,63,3.72,MG,1706556749
508,northam,51.0333,-4.2167,13.14,92,100,6.81,GB,1706556749
509,cafayate,-26.073,-65.9761,23.01,65,91,1.37,AR,1706556633
510,korhogo,9.45,-5.6333,26.61,15,12,1.91,CI,1706556750
511,ngerengere,-6.75,38.1167,23.86,93,94,1.82,TZ,1706556750
512,narrabri,-30.3167,149.7833,23.07,91,6,2.39,AU,1706556750
513,riosucio,5.4216,-75.7032,27.78,46,62,1.39,CO,1706556750
514,kayangel,8.0823,134.7173,27.07,85,100,10.14,PW,1706556750
515,ballina,-28.8667,153.5667,24.88,92,99,2.91,AU,1706556750
516,yuto,-23.6434,-64.4719,37.47,35,23,3.13,AR,1706556750
517,argostolion,38.1811,20.489,6.53,59,4,2.39,GR,1706556750
518,sandur,15.1,76.55,20.57,54,92,3.01,IN,1706556750
519,midland,31.9974,-102.0779,18.6,27,0,2.57,US,1706556659
520,saddiqabad,28.3062,70.1307,16.68,33,100,3.21,PK,1706556751
521,midleton,51.9153,-8.1805,4.51,84,89,5.04,IE,1706556751
522,betio village,1.358,172.9211,27.02,74,100,4.47,KI,1706556751
523,ascension,30.2169,-90.9001,18.33,43,0,3.6,US,1706556751
524,prieska,-29.6641,22.7474,30.47,11,98,8.11,ZA,1706556751
525,cozumel,20.5083,-86.9458,26.71,63,40,6.17,MX,1706556725
526,champerico,14.3,-91.9167,35.3,62,2,4.89,GT,1706556751
527,ingeniero guillermo n. juarez,-23.9,-61.85,37.86,22,93,1.28,AR,1706556751
528,verkhnevilyuysk,63.4453,120.3167,-37.01,99,81,1.65,RU,1706556752
529,minas de marcona,-15.2119,-75.1103,24.26,59,55,7.51,PE,1706556752
530,walvis bay,-22.9575,14.5053,25.53,53,13,7.2,NA,1706556752
531,grand-lahou,5.1367,-5.0242,26.9,83,8,4.4,CI,1706556752
532,kiunga,-6.1219,141.2906,23.54,99,100,0.98,PG,1706556752
533,cova figueira,14.8905,-24.2934,21.58,61,83,6.14,CV,1706556752
534,maryborough,-25.5333,152.7,26.17,99,100,2.13,AU,1706556752
535,sault ste. marie,46.5168,-84.3333,2.31,80,100,3.09,CA,1706556752
536,the pas,53.8251,-101.2541,3.01,87,100,4.63,CA,1706556753
537,urengoy,65.9667,78.3667,-24.27,98,54,3.85,RU,1706556753
538,kalmunai,7.4167,81.8167,25.2,87,85,3.19,LK,1706556753
539,dwarka,22.2394,68.9678,22.02,81,41,3.97,IN,1706556753
540,trairi,-3.2778,-39.2689,29.92,64,94,6.95,BR,1706556514
541,los alamos,35.8881,-106.307,11.43,41,75,2.06,US,1706556533
542,buala,-8.145,159.5921,26.36,86,100,3.85,SB,1706556753
543,mariental,-24.6333,17.9667,25.62,44,100,1.84,NA,1706556753
544,barguzin,53.6167,109.6167,-28.76,93,40,0.8,RU,1706556753
545,al bayda',32.7627,21.7551,6.81,70,100,6.64,LY,1706556753
546,sumbawa besar,-8.5,117.4333,23.83,92,100,1.34,ID,1706556754
547,constitucion,-35.3333,-72.4167,20.79,57,13,5.37,CL,1706556754
548,sikonge,-5.6333,32.7667,19.1,95,100,1.74,TZ,1706556754
549,balakhta,55.38,91.6,-21.82,99,100,0.5,RU,1706556754
550,tianchang,37.9981,114.0156,-1.57,61,100,1.04,CN,1706556754
551,zhangjiakou shi xuanhua qu,40.6103,115.0447,-9.68,85,68,0.74,CN,1706556754
552,inhambane,-23.865,35.3833,24.99,94,20,2.06,MZ,1706556754
553,ihosy,-22.4,46.1167,19.51,91,90,4.58,MG,1706556754
554,mizan teferi,6.9833,35.5833,19.08,75,97,1.42,ET,1706556755
555,guerrero negro,27.9769,-114.0611,23.69,29,56,3.26,MX,1706556755
556,tual,-5.6667,132.75,28.27,78,100,8.37,ID,1706556486
557,paracuru,-3.41,-39.0306,29.5,71,99,6.34,BR,1706556755
558,smithers,54.7804,-127.1743,9.18,66,20,4.12,CA,1706556755
559,paghman,34.5875,68.9533,-1.94,65,13,1.42,AF,1706556755
560,veraval,20.9,70.3667,21.22,82,44,4.95,IN,1706556755
561,mirny,62.5353,113.9611,-38.85,100,52,1.66,RU,1706556755
562,alibag,18.6411,72.8792,26.04,63,97,3.43,IN,1706556755
563,bel ombre,-4.6167,55.4167,27.91,78,20,1.03,SC,1706556756
564,as sulaymaniyah,35.5611,45.4375,4.24,87,75,1.03,IQ,1706556756
565,tshikapa,-6.4167,20.8,21.64,95,98,0.39,CD,1706556756
566,nyurba,63.2842,118.3319,-37.28,99,52,2.17,RU,1706556756
567,umm al quwain city,25.5647,55.5552,22.01,57,99,4.47,AE,1706556756
568,kutum,14.2,24.6667,16.29,22,100,3.65,SD,1706556756
569,cruzeiro do sul,-29.5128,-51.9853,31.4,54,5,1.9,BR,1706556756
570,falun,60.6036,15.626,2.23,93,100,0.49,SE,1706556756
571,eldorado,-23.7869,-54.2836,34.1,21,82,2.49,BR,1706556651
572,linares,-35.85,-71.6,36.05,14,5,3.07,CL,1706556506
573,as sulayyil,20.4607,45.5779,22.14,51,100,3.84,SA,1706556757
574,chernomorskoye,45.5039,32.6997,2.29,69,52,7.8,UA,1706556757
575,villa gesell,-37.2639,-56.973,26.7,61,14,9.97,AR,1706556757
576,kapa'a,22.0752,-159.319,24.18,86,40,7.2,US,1706556757
577,tuy hoa,13.0833,109.3,20.14,92,60,1.39,VN,1706556757
578,keflavik,64.0049,-22.5624,1.24,75,75,13.89,IS,1706556757
579,liwale,-9.7667,37.9333,21.26,98,100,0.88,TZ,1706556757
